Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2014,Virginia,VA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",7.0,,,WFRS_State_4,51,23,47,"(37.542680674, -78.457890463)",7
2008,Kansas,KS,Water Fluoridation,Total population served by CWS,WFRS,,Population,2575758.0,,,WFRS_State_3,20,22,17,"(38.3477403, -98.200781227)",2575758
2010,Washington,WA,Water Fluoridation,Total population served by CWS,WFRS,,Population,5402328.0,,,WFRS_State_3,53,22,48,"(47.522278629, -120.47001079)",5402328
2004,Alaska,AK,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,59.5,,,WFRS_State_1,2,20,2,"(64.845079957001, -147.722059036)",59.5
2000,Florida,FL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,62.6,,,WFRS_State_1,12,20,10,"(28.932040377, -81.928960539)",62.6
2018,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3583323.0,,,WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3583323
2002,Rhode Island,RI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,88.3,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,44,20,40,"(41.708280193, -71.522470314)",88.3
2014,North Dakota,ND,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",4.0,,,WFRS_State_4,38,23,35,"(47.475319779, -100.118421049)",4
2018,United States,US,Water Fluoridation,Total population served by CWS,WFRS,,Population,284075868.0,,,WFRS_State_3,US,22,0,,284075868
2004,Montana,MT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,233880.0,,,WFRS_State_2,30,21,27,"(47.066528972, -109.424420645)",233880
2010,Kentucky,KY,Water Fluoridation,Total population served by CWS,WFRS,,Population,4339367.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,21,22,18,"(37.645970271, -84.774971048)",4339367
2002,Florida,FL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,67.4,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_1,12,20,10,"(28.932040377, -81.928960539)",67.4
2010,Arkansas,AR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,64.7,,,WFRS_State_1,5,20,4,"(34.748650124, -92.274490743)",64.7
2008,Connecticut,CT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2381617.0,,,WFRS_State_2,9,21,7,"(41.56266102, -72.649840952)",2381617
2004,Rhode Island,RI,Water Fluoridation,Total population served by CWS,WFRS,,Population,977458.0,,,WFRS_State_3,44,22,40,"(41.708280193, -71.522470314)",977458
2006,Massachusetts,MA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3802732.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,25,21,22,"(42.27687047, -72.082690675)",3802732
2004,Montana,MT,Water Fluoridation,Total population served by CWS,WFRS,,Population,794563.0,,,WFRS_State_3,30,22,27,"(47.066528972, -109.424420645)",794563
2018,Idaho,ID,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,31.7,,,WFRS_State_1,16,20,13,"(43.682630005, -114.363730042)",31.7
2016,Iowa,IA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",13.0,,,WFRS_State_4,19,23,16,"(42.469400913, -93.816490556)",13
2014,Oklahoma,OK,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2231658.0,,,WFRS_State_2,40,21,37,"(35.472031356, -97.521070214)",2235367
2004,Alaska,AK,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",35.0,,,WFRS_State_4,2,23,2,"(64.845079957001, -147.722059036)",35
2014,Minnesota,MN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",2.0,,,WFRS_State_4,27,23,24,"(46.355648736, -94.794200503)",2
2002,Kansas,KS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1558952.0,,,WFRS_State_2,20,21,17,"(38.3477403, -98.200781227)",1558952
2006,Wisconsin,WI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3471706.0,,,WFRS_State_2,55,21,50,"(44.393191174, -89.816370742)",3471706
2012,United States,US,Water Fluoridation,"Total U.S. population, persons",WFRS,,Population,313914040.0,a,"Census Population Count 2012. Annual Estimates of the Population for the United States, Regions, States, and Puerto Rico: April 1, 2010, to July 1, 2012, (NST-EST2012-01). Source: US Census Bureau, Population Division. Release Date: December 2012. Available at http://www.census.gov/popest/data/intercensal/state/state2012.html.",WFRS_Nat_1,US,1,0,,313914040
2000,Indiana,IN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4441502.0,,,WFRS_State_3,18,22,15,"(39.766910452, -86.149960194)",4441502
2004,Hawaii,HI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,105489.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,15,21,12,"(21.304850435, -157.857749403)",105489
2012,Tennessee,TN,Water Fluoridation,Total population served by CWS,WFRS,,Population,5826866.0,,,WFRS_State_3,47,22,43,"(35.68094058, -85.774490914)",5826866
2008,Illinois,IL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,95.4,,,WFRS_State_1,17,20,14,"(40.485010283, -88.997710178)",95.4
2008,United States,US,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",,,,WFRS_State_4,US,23,0,,
2010,North Dakota,ND,Water Fluoridation,Total population served by CWS,WFRS,,Population,577325.0,,,WFRS_State_3,38,22,35,"(47.475319779, -100.118421049)",577325
2012,Vermont,VT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,56.1,,,WFRS_State_1,50,20,46,"(43.625381239, -72.517640791)",56.1
2012,Wyoming,WY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",44.0,,,WFRS_State_4,56,23,51,"(43.235541343, -108.109830353)",44
2000,Arkansas,AR,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1147109.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,5,21,4,"(34.748650124, -92.274490743)",1147109
2014,Wisconsin,WI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",16.0,,,WFRS_State_4,55,23,50,"(44.393191174, -89.816370742)",16
2010,United States,US,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,204283554.0,,,WFRS_State_2,US,21,0,,204283554
2012,Kentucky,KY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,4375026.0,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,21,21,18,"(37.645970271, -84.774971048)",4375026
2014,West Virginia,WV,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1367215.0,,,WFRS_State_2,54,21,49,"(38.665510202, -80.712640135)",1369124
2014,Delaware,DE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",19.0,,,WFRS_State_4,10,23,8,"(39.008830667, -75.577741168)",19
2002,Texas,TX,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,16409892.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,48,21,44,"(31.827240407, -99.426770206)",16409892
2002,Nebraska,NE,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,983863.0,,,WFRS_State_2,31,21,28,"(41.641040988001, -99.365720623)",983863
2000,Mississippi,MS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1227268.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_2,28,21,25,"(32.745510099, -89.538030825)",1227268
2014,Arkansas,AR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,70.3,,,WFRS_State_1,5,20,4,"(34.748650124, -92.274490743)",70.7
2010,West Virginia,WV,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",9.0,,,WFRS_State_4,54,23,49,"(38.665510202, -80.712640135)",9
2016,Connecticut,CT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2421487.0,,,WFRS_State_2,9,21,7,"(41.56266102, -72.649840952)",2421487
2012,United States,US,Water Fluoridation,"Total U.S. population on fluoridated drinking water systems, persons",WFRS,,Population,210655401.0,b,"Reported in CDC Water Fluoridation Reporting System (WFRS). For purposes of this report, a water system is considered a community water system if so designated by the state drinking water administrator in accordance with the regulatory requirements of the US Environmental Protection Agency. In general, public water systems provide water for human consumption through pipes or other constructed conveyances to at least 15 service connections, or serve an average of at least 25 people for at least 60 days a year. A community water system is a public water system that supplies water to the same population year-round. Available at http://water.epa.gov/infrastructure/drinkingwater/pws/factoids.cfm.",WFRS_Nat_3,US,3,0,,210655401
2004,Alaska,AK,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,307205.0,,,WFRS_State_2,2,21,2,"(64.845079957001, -147.722059036)",307205
2018,Mississippi,MS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1549996.0,,,WFRS_State_2,28,21,25,"(32.745510099, -89.538030825)",1549996
2004,Missouri,MO,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,79.7,,,WFRS_State_1,29,20,26,"(38.635790776, -92.566300053)",79.7
2000,Colorado,CO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",25.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,8,23,6,"(38.843840757, -106.133610921)",25
2016,Alaska,AK,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,49.6,,,WFRS_State_1,2,20,2,"(64.845079957001, -147.722059036)",49.6
2016,North Dakota,ND,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,672661.0,,,WFRS_State_2,38,21,35,"(47.475319779, -100.118421049)",672661
2004,North Carolina,NC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,5689906.0,,,WFRS_State_2,37,21,34,"(35.466220975, -79.159250463)",5689906
2010,North Dakota,ND,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,559246.0,,,WFRS_State_2,38,21,35,"(47.475319779, -100.118421049)",559246
2018,South Carolina,SC,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,91.9,,,WFRS_State_1,45,20,41,"(33.998821303, -81.045371207)",91.9
2006,Missouri,MO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",21.0,,,WFRS_State_4,29,23,26,"(38.635790776, -92.566300053)",21
